블러프커피, 경기도 고양시 일산동구 마두동 835
윤시케이크, 경기도 성남시 분당구 서현동 163
티바이양크레프리, 경기도 파주시 탄현면 법흥리 458
카페947, 경기도 남양주시 별내동 947
필아웃커피, 경기도 성남시 분당구 야탑동 303
오봉베르, 경기도 수원시 영통구 이의동 1319
크림디저트샵, 경기도 고양시 덕양구 화정동 973
모노톤베이크하우스, 경기도 성남시 분당구 정자동 86
Precoffee, 경기도 고양시 일산동구 마두동 880
사거리다방, 경기도 수원시 장안구 율전동 395
올댓커피, 경기도 고양시 일산동구 정발산동 1296
마이야르, 경기도 의정부시 낙양동 356
뺑드르뱅커피칸타빌레, 경기도 안양시 동안구 관양동 1707
수수, 경기도 양평군 양서면 양수리 506
피스피스, 경기도 고양시 일산동구 정발산동 1286
커피지니어스, 경기도 부천시 중동 1110
No, 경기도 수원시 팔달구 교동 119
카페벤, 경기도 성남시 분당구 판교동 613
아티장베이커스, 경기도 파주시 광탄면 영장리 261
맑음케이크, 경기도 고양시 일산서구 대화동 2289
하루무늬, 경기도 용인시 기흥구 보정동 1186
카페진정성, 경기도 김포시 양촌읍 석모리 981
하이파이브커피웍스, 경기도 광명시 소하동 1337
윤콩, 경기도 용인시 수지구 죽전동 915
길복, 경기도 수원시 팔달구 교동 52
브루다, 경기도 양주시 백석읍 기산리 216
커피브라이언, 경기도 고양시 일산동구 마두동 806
어고흐, 경기도 용인시 처인구 역북동 산81
동백역, 경기도 용인시 기흥구 중동 851
마코, 경기도 성남시 분당구 정자동 139
미루꾸커피, 경기도 고양시 일산동구 마두동 838
데빌스레시피, 경기도 의정부시 의정부동 159
알레그리아커피로스터스, 경기도 성남시 분당구 삼평동 679
카페오로라, 경기도 과천시 중앙동 40
카페톤, 경기도 용인시 처인구 모현읍 초부리 226
아드망, 경기도 고양시 덕양구 삼송동 60
필무드, 경기도 파주시 광탄면 기산리 570
정동팥집, 경기도 고양시 일산동구 백석동 1104
윤시, 경기도 고양시 일산동구 마두동 838
콜링우드, 경기도 수원시 팔달구 북수동 145
하루무늬, 경기도 용인시 기흥구 보정동 1186
카페진정성, 경기도 김포시 양촌읍 석모리 981
하이파이브커피웍스, 경기도 광명시 소하동 1337
윤콩, 경기도 용인시 수지구 죽전동 915
길복, 경기도 수원시 팔달구 교동 52
브루다, 경기도 양주시 백석읍 기산리 216
커피브라이언, 경기도 고양시 일산동구 마두동 806
어고흐, 경기도 용인시 처인구 역북동 산81
동백역, 경기도 용인시 기흥구 중동 851
마코, 경기도 성남시 분당구 정자동 139
미루꾸커피, 경기도 고양시 일산동구 마두동 838
데빌스레시피, 경기도 의정부시 의정부동 159
알레그리아커피로스터스, 경기도 성남시 분당구 삼평동 679
카페오로라, 경기도 과천시 중앙동 40
카페톤, 경기도 용인시 처인구 모현읍 초부리 226
아드망, 경기도 고양시 덕양구 삼송동 60
필무드, 경기도 파주시 광탄면 기산리 570
정동팥집, 경기도 고양시 일산동구 백석동 1104
윤시, 경기도 고양시 일산동구 마두동 838
콜링우드, 경기도 수원시 팔달구 북수동 145
카페레아, 경기도 용인시 수지구 풍덕천동 1080
정지영커피로스터즈, 경기도 수원시 팔달구 북수동 33
Cafe, 경기도 성남시 분당구 정자동 86
부테스커피, 경기도 구리시 갈매동 522
카레클린트, 경기도 용인시 기흥구 보정동 1186
토텐케이크, 경기도 용인시 수지구 죽전동 1301
커피반점, 경기도 수원시 영통구 원천동 593
김성민커피, 경기도 수원시 영통구 신동 983
빈츠그라피, 경기도 의정부시 의정부동 213
치읓시옷디귿, 경기도 광명시 철산동 488
베이먼트, 경기도 고양시 일산동구 장항동 895
쿠라티오, 경기도 화성시 반송동 51
새소리물소리, 경기도 성남시 수정구 오야동 278
카메라타, 경기도 파주시 탄현면 법흥리 1652
어로프슬라이스피스, 경기도 용인시 처인구 유방동 755
이스팀커피, 경기도 성남시 분당구 백현동 541
아라리오브네, 경기도 성남시 분당구 야탑동 290
팜투하녹, 경기도 수원시 팔달구 신풍동 123
비비커피, 경기도 과천시 갈현동 15
젤라띠젤라띠, 경기도 하남시 신장동 616
카페레아, 경기도 용인시 수지구 풍덕천동 1080
정지영커피로스터즈, 경기도 수원시 팔달구 북수동 33
Cafe, 경기도 성남시 분당구 정자동 86
부테스커피, 경기도 구리시 갈매동 522
카레클린트, 경기도 용인시 기흥구 보정동 1186
토텐케이크, 경기도 용인시 수지구 죽전동 1301
커피반점, 경기도 수원시 영통구 원천동 593
김성민커피, 경기도 수원시 영통구 신동 983
빈츠그라피, 경기도 의정부시 의정부동 213
치읓시옷디귿, 경기도 광명시 철산동 488
베이먼트, 경기도 고양시 일산동구 장항동 895
쿠라티오, 경기도 화성시 반송동 51
새소리물소리, 경기도 성남시 수정구 오야동 278
카메라타, 경기도 파주시 탄현면 법흥리 1652
어로프슬라이스피스, 경기도 용인시 처인구 유방동 755
이스팀커피, 경기도 성남시 분당구 백현동 541
아라리오브네, 경기도 성남시 분당구 야탑동 290
팜투하녹, 경기도 수원시 팔달구 신풍동 123
비비커피, 경기도 과천시 갈현동 15
젤라띠젤라띠, 경기도 하남시 신장동 616
베질루르, 경기도 고양시 덕양구 동산동 370
카페홍시, 경기도 고양시 일산동구 마두동 908
인터루드커피, 경기도 파주시 와동동 1557
수수커피, 경기도 성남시 분당구 백현동 537
글림, 경기도 성남시 분당구 대장동 575
알레그리아커피로스터스, 경기도 성남시 분당구 삼평동 617
에삐케이크, 경기도 안양시 만안구 박달동 45
터프이너프, 경기도 평택시 포승읍 도곡리 942
상청당, 경기도 안양시 동안구 호계동 1047
크림달, 경기도 안양시 동안구 관양동 1695
어고흐, 경기도 수원시 팔달구 장안동 28
어반리, 경기도 용인시 기흥구 고매동 482
스페이스작, 경기도 부천시 작동 407
구스타브, 경기도 화성시 반정동 609
시인과농부, 경기도 수원시 팔달구 팔달로2가 14
스쿱키, 경기도 용인시 처인구 역북동 771
구성커피, 경기도 용인시 기흥구 보정동 1019
그레이스그래니, 경기도 화성시 능동 1071
오픈커피, 경기도 성남시 분당구 백현동 577
듀쿠플, 경기도 수원시 영통구 원천동 38
베질루르, 경기도 고양시 덕양구 동산동 370
카페홍시, 경기도 고양시 일산동구 마두동 908
인터루드커피, 경기도 파주시 와동동 1557
수수커피, 경기도 성남시 분당구 백현동 537
글림, 경기도 성남시 분당구 대장동 575
알레그리아커피로스터스, 경기도 성남시 분당구 삼평동 617
에삐케이크, 경기도 안양시 만안구 박달동 45
터프이너프, 경기도 평택시 포승읍 도곡리 942
상청당, 경기도 안양시 동안구 호계동 1047
크림달, 경기도 안양시 동안구 관양동 1695
어고흐, 경기도 수원시 팔달구 장안동 28
어반리, 경기도 용인시 기흥구 고매동 482
스페이스작, 경기도 부천시 작동 407
구스타브, 경기도 화성시 반정동 609
시인과농부, 경기도 수원시 팔달구 팔달로2가 14
스쿱키, 경기도 용인시 처인구 역북동 771
구성커피, 경기도 용인시 기흥구 보정동 1019
그레이스그래니, 경기도 화성시 능동 1071
오픈커피, 경기도 성남시 분당구 백현동 577
듀쿠플, 경기도 수원시 영통구 원천동 38
베이커스밀, 경기도 의정부시 의정부동 518
르블랑, 경기도 화성시 반송동 50
티코커피, 경기도 고양시 일산동구 정발산동 1293
카페미쁘담, 경기도 화성시 안녕동 187
비라티오, 경기도 고양시 일산서구 덕이동 266
테라로사, 경기도 양평군 서종면 문호리 623
카페인신현리, 경기도 광주시 오포읍 신현리 548
수하담, 경기도 성남시 분당구 판교동 511
앨리스, 경기도 고양시 일산동구 정발산동 1348
아트스뉴욕, 경기도 고양시 일산동구 정발산동 718
카페진정성, 경기도 김포시 하성면 양택리 287
불라, 경기도 용인시 기흥구 보정동 1187
한국커피, 경기도 광주시 오포읍 능평리 670
노아스로스팅, 경기도 남양주시 별내동 1132
레드브릿지, 경기도 파주시 광탄면 기산리 449
폴콘, 경기도 파주시 월롱면 위전리 435
브레드쏭, 경기도 남양주시 와부읍 팔당리 798
케잌아일랜드, 경기도 성남시 분당구 서현동 307
디저트샵오, 경기도 의정부시 가능동 653
도프커피, 경기도 양평군 용문면 다문리 705
베이커스밀, 경기도 의정부시 의정부동 518
르블랑, 경기도 화성시 반송동 50
티코커피, 경기도 고양시 일산동구 정발산동 1293
카페미쁘담, 경기도 화성시 안녕동 187
비라티오, 경기도 고양시 일산서구 덕이동 266
테라로사, 경기도 양평군 서종면 문호리 623
카페인신현리, 경기도 광주시 오포읍 신현리 548
수하담, 경기도 성남시 분당구 판교동 511
앨리스, 경기도 고양시 일산동구 정발산동 1348
아트스뉴욕, 경기도 고양시 일산동구 정발산동 718
카페진정성, 경기도 김포시 하성면 양택리 287
불라, 경기도 용인시 기흥구 보정동 1187
한국커피, 경기도 광주시 오포읍 능평리 670
노아스로스팅, 경기도 남양주시 별내동 1132
레드브릿지, 경기도 파주시 광탄면 기산리 449
폴콘, 경기도 파주시 월롱면 위전리 435
브레드쏭, 경기도 남양주시 와부읍 팔당리 798
케잌아일랜드, 경기도 성남시 분당구 서현동 307
디저트샵오, 경기도 의정부시 가능동 653
도프커피, 경기도 양평군 용문면 다문리 705
아차산로, 경기도 구리시 아천동 300
트윈트리, 경기도 남양주시 수석동 110
르헤브드베베, 경기도 용인시 수지구 죽전동 1345
메이크어케이크, 경기도 성남시 분당구 백현동 588
아톨, 경기도 안양시 동안구 관양동 1696
스타벅스, 경기도 양평군 양평읍 양근리 501
아인슈페너, 경기도 남양주시 화도읍 녹촌리 157
카페웨더, 경기도 하남시 창우동 287
텐노트커피, 경기도 성남시 수정구 창곡동 538
르시랑스, 경기도 파주시 탄현면 법흥리 1652
카페온더데스크, 경기도 성남시 분당구 서현동 85
더, 경기도 남양주시 와부읍 월문리 511
피스피스, 경기도 고양시 일산동구 성석동 876
커피의정원, 경기도 성남시 분당구 수내동 20
브림커피, 경기도 성남시 분당구 구미동 125
훕훕베이글, 경기도 광명시 철산동 90
발할라커피, 경기도 안성시 아양동 366
GHGM, 경기도 용인시 수지구 동천동 550
쿠키마카롱, 경기도 용인시 수지구 풍덕천동 697
디어스윗랩, 경기도 수원시 영통구 이의동 1318
아차산로, 경기도 구리시 아천동 300
트윈트리, 경기도 남양주시 수석동 110
르헤브드베베, 경기도 용인시 수지구 죽전동 1345
메이크어케이크, 경기도 성남시 분당구 백현동 588
아톨, 경기도 안양시 동안구 관양동 1696
스타벅스, 경기도 양평군 양평읍 양근리 501
아인슈페너, 경기도 남양주시 화도읍 녹촌리 157
카페웨더, 경기도 하남시 창우동 287
텐노트커피, 경기도 성남시 수정구 창곡동 538
르시랑스, 경기도 파주시 탄현면 법흥리 1652
카페온더데스크, 경기도 성남시 분당구 서현동 85
더, 경기도 남양주시 와부읍 월문리 511
피스피스, 경기도 고양시 일산동구 성석동 876
커피의정원, 경기도 성남시 분당구 수내동 20
브림커피, 경기도 성남시 분당구 구미동 125
훕훕베이글, 경기도 광명시 철산동 90
발할라커피, 경기도 안성시 아양동 366
GHGM, 경기도 용인시 수지구 동천동 550
쿠키마카롱, 경기도 용인시 수지구 풍덕천동 697
디어스윗랩, 경기도 수원시 영통구 이의동 1318
Bake29s, 경기도 김포시 고촌읍 태리 219
카페반다이크, 경기도 안양시 동안구 호계동 1042
모아니, 경기도 성남시 분당구 금곡동 6
오누테, 경기도 파주시 와동동 1650
이월로스터스, 경기도 남양주시 화도읍 차산리 750
카페화이트블록, 경기도 파주시 탄현면 법흥리 1652
더블유스타일도넛, 경기도 용인시 수지구 성복동 162
N52, 경기도 성남시 분당구 서현동 52
카페빈틈, 경기도 고양시 일산동구 마두동 829
글로우오브선셋, 경기도 파주시 탄현면 법흥리 1598
주니케이크, 경기도 고양시 일산동구 마두동 850
네임드커피, 경기도 고양시 일산동구 마두동 906
크리밀크젤라또, 경기도 구리시 수택동 375
오랑주리, 경기도 양주시 백석읍 기산리 414
카페, 경기도 오산시 원동 92
정지영커피로스터즈, 경기도 수원시 팔달구 장안동 22
커피라이커스, 경기도 용인시 기흥구 고매동 375
빨간머리앤, 경기도 화성시 반송동 52
카페, 경기도 수원시 영통구 하동 871
행궁맨션, 경기도 수원시 팔달구 장안동 53
Bake29s, 경기도 김포시 고촌읍 태리 219
카페반다이크, 경기도 안양시 동안구 호계동 1042
모아니, 경기도 성남시 분당구 금곡동 6
오누테, 경기도 파주시 와동동 1650
이월로스터스, 경기도 남양주시 화도읍 차산리 750
카페화이트블록, 경기도 파주시 탄현면 법흥리 1652
더블유스타일도넛, 경기도 용인시 수지구 성복동 162
N52, 경기도 성남시 분당구 서현동 52
카페빈틈, 경기도 고양시 일산동구 마두동 829
글로우오브선셋, 경기도 파주시 탄현면 법흥리 1598
주니케이크, 경기도 고양시 일산동구 마두동 850
네임드커피, 경기도 고양시 일산동구 마두동 906
크리밀크젤라또, 경기도 구리시 수택동 375
오랑주리, 경기도 양주시 백석읍 기산리 414
카페, 경기도 오산시 원동 92
정지영커피로스터즈, 경기도 수원시 팔달구 장안동 22
커피라이커스, 경기도 용인시 기흥구 고매동 375
빨간머리앤, 경기도 화성시 반송동 52
카페, 경기도 수원시 영통구 하동 871
행궁맨션, 경기도 수원시 팔달구 장안동 53
올댓커피, 경기도 고양시 일산동구 장항동 756
릴리프커피, 경기도 시흥시 계수동 83
쿠로이시로, 경기도 수원시 영통구 영통동 1110
우즈, 경기도 여주시 점봉동 198
킷사텐, 경기도 부천시 심곡동 380
더포레, 경기도 화성시 향남읍 제암리 334
스윙스윙, 경기도 용인시 기흥구 청덕동 425
고솝, 경기도 성남시 분당구 정자동 14
카페타비, 경기도 김포시 구래동 6882
설문커피, 경기도 고양시 일산동구 설문동 582
파겔, 경기도 고양시 일산동구 정발산동 1296
어버트피, 경기도 안양시 만안구 안양동 1195
카페, 경기도 고양시 일산동구 정발산동 1285
탐네커피, 경기도 남양주시 와부읍 팔당리 337
보나이, 경기도 김포시 운양동 1408
코지인더그린, 경기도 김포시 풍무동 24
소소취향, 경기도 부천시 중동 1129
금손과자점, 경기도 고양시 일산동구 정발산동 1350
알몽케이크, 경기도 고양시 일산서구 대화동 2172
나무아래오후, 경기도 가평군 상면 행현리 592
올댓커피, 경기도 고양시 일산동구 장항동 756
릴리프커피, 경기도 시흥시 계수동 83
쿠로이시로, 경기도 수원시 영통구 영통동 1110
우즈, 경기도 여주시 점봉동 198
킷사텐, 경기도 부천시 심곡동 380
더포레, 경기도 화성시 향남읍 제암리 334
스윙스윙, 경기도 용인시 기흥구 청덕동 425
고솝, 경기도 성남시 분당구 정자동 14
카페타비, 경기도 김포시 구래동 6882
설문커피, 경기도 고양시 일산동구 설문동 582
파겔, 경기도 고양시 일산동구 정발산동 1296
어버트피, 경기도 안양시 만안구 안양동 1195
카페, 경기도 고양시 일산동구 정발산동 1285
탐네커피, 경기도 남양주시 와부읍 팔당리 337
보나이, 경기도 김포시 운양동 1408
코지인더그린, 경기도 김포시 풍무동 24
소소취향, 경기도 부천시 중동 1129
금손과자점, 경기도 고양시 일산동구 정발산동 1350
알몽케이크, 경기도 고양시 일산서구 대화동 2172
나무아래오후, 경기도 가평군 상면 행현리 592
베드포드커피로스터스, 경기도 수원시 팔달구 인계동 1118
얌2, 경기도 성남시 분당구 백현동 579
더바움, 경기도 고양시 덕양구 동산동 370
피스앤스윗, 경기도 부천시 중동 1114
니어앤디어, 경기도 남양주시 별내동 962
카페델라프레스, 경기도 고양시 덕양구 행주외동 178
연남방앗간, 경기도 수원시 영통구 원천동 593
언프레임, 경기도 고양시 일산동구 정발산동 715
밀탑, 경기도 성남시 분당구 백현동 541
아벨커피, 경기도 남양주시 와부읍 팔당리 246
베르사유, 경기도 화성시 오산동 967
크라프트온도, 경기도 고양시 덕양구 화정동 889
라조콩드, 경기도 광명시 철산동 225
빠르끄, 경기도 고양시 일산동구 풍동 708
카페루버월, 경기도 파주시 문발동 594
리띵커피, 경기도 안양시 동안구 관양동 1712
희원, 경기도 이천시 부발읍 가산리 216
떼레노시떼, 경기도 용인시 기흥구 고매동 409
서른책방, 경기도 수원시 영통구 망포동 345
서니데이, 경기도 의정부시 의정부동 179
베드포드커피로스터스, 경기도 수원시 팔달구 인계동 1118
얌2, 경기도 성남시 분당구 백현동 579
더바움, 경기도 고양시 덕양구 동산동 370
피스앤스윗, 경기도 부천시 중동 1114
니어앤디어, 경기도 남양주시 별내동 962
카페델라프레스, 경기도 고양시 덕양구 행주외동 178
연남방앗간, 경기도 수원시 영통구 원천동 593
언프레임, 경기도 고양시 일산동구 정발산동 715
밀탑, 경기도 성남시 분당구 백현동 541
아벨커피, 경기도 남양주시 와부읍 팔당리 246
베르사유, 경기도 화성시 오산동 967
크라프트온도, 경기도 고양시 덕양구 화정동 889
라조콩드, 경기도 광명시 철산동 225
빠르끄, 경기도 고양시 일산동구 풍동 708
카페루버월, 경기도 파주시 문발동 594
리띵커피, 경기도 안양시 동안구 관양동 1712
희원, 경기도 이천시 부발읍 가산리 216
떼레노시떼, 경기도 용인시 기흥구 고매동 409
서른책방, 경기도 수원시 영통구 망포동 345
서니데이, 경기도 의정부시 의정부동 179
AURA, 경기도 용인시 기흥구 보정동 1184
염상수커피로스터스, 경기도 화성시 봉담읍 수기리 7
98퍼센트, 경기도 안양시 동안구 호계동 1047
오버플로, 경기도 고양시 일산동구 정발산동 1293
스너그로스터리, 경기도 광명시 철산동 245
카페서천, 경기도 용인시 기흥구 서천동 247
터치아프리카, 경기도 고양시 일산동구 장항동 846
풍동562카페, 경기도 고양시 일산동구 풍동 562
일르, 경기도 안양시 동안구 호계동 1049
M365, 경기도 안양시 동안구 관양동 898
디아니, 경기도 안양시 동안구 호계동 1042
제이제이로스터스, 경기도 화성시 봉담읍 동화리 441
팥고당, 경기도 하남시 신장동 616
빈치하다, 경기도 김포시 풍무동 820
백리단, 경기도 고양시 일산동구 백석동 1199
이학순베이커리, 경기도 수원시 장안구 파장동 43
제이콥, 경기도 파주시 야당동 1076
카페아늑, 경기도 파주시 송촌동 647
어텀브리즈, 경기도 평택시 비전동 1043
마롱카페, 경기도 화성시 정남면 보통리 117
AURA, 경기도 용인시 기흥구 보정동 1184
염상수커피로스터스, 경기도 화성시 봉담읍 수기리 7
98퍼센트, 경기도 안양시 동안구 호계동 1047
오버플로, 경기도 고양시 일산동구 정발산동 1293
스너그로스터리, 경기도 광명시 철산동 245
카페서천, 경기도 용인시 기흥구 서천동 247
터치아프리카, 경기도 고양시 일산동구 장항동 846
풍동562카페, 경기도 고양시 일산동구 풍동 562
일르, 경기도 안양시 동안구 호계동 1049
M365, 경기도 안양시 동안구 관양동 898
디아니, 경기도 안양시 동안구 호계동 1042
제이제이로스터스, 경기도 화성시 봉담읍 동화리 441
팥고당, 경기도 하남시 신장동 616
빈치하다, 경기도 김포시 풍무동 820
백리단, 경기도 고양시 일산동구 백석동 1199
이학순베이커리, 경기도 수원시 장안구 파장동 43
제이콥, 경기도 파주시 야당동 1076
카페아늑, 경기도 파주시 송촌동 647
어텀브리즈, 경기도 평택시 비전동 1043
마롱카페, 경기도 화성시 정남면 보통리 117
